actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Уральский федеральный округ,,Уральский федеральный округ
,Дата решения,2018-09-03T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Mon Sep 03 01:00:00 GST 2018
,Дата решения,2018-09-03T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Mon Sep 03 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['03.09.2018', '14:30', '[У] Судебное заседание', '', '', '', '218']",03.09.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  ..  ...  .218,1734730791,03.09.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  ..  ...  .218
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['31.08.2018', '15:30', '[У] Судебное заседание', '', '', '', '218']",31.08.2018.  ...  .15:30.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  ..  ...  .218,1359565762,31.08.2018.  ...  .15:30.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  ..  ...  .218
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['09.08.2018', '15:00', '[У] Судебное заседание', '', '', 'ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА', '218']",09.08.2018.  ...  .15:00.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .218,446099309,09.08.2018.  ...  .15:00.  ...  .[У] Судебное заседание.  ...  ..  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .218
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,[''],,1074335618,
,Дата поступления,2018-07-30T01:00:00,,,,,,,,,case_common_doc_entry_date,,,,,Mon Jul 30 01:00:00 GST 2018
,Статья УК РФ,,,[],,,,,,[],u_case_user_article,,,Статья 228 Часть 2; Статья 229.1 Часть 3,,Статья 228 Часть 2; Статья 229.1 Часть 3
,Движение дела,,,[],,,,,,[],case_common_event_m2,,"['30.07.2018', '08:43', '[У] Регистрация поступившего в суд дела', '', '', '', '']",30.07.2018.  ...  .08:43.  ...  .[У] Регистрация поступившего в суд дела.  ...  ..  ...  ..  ...  ..  ...  .,-276397748,30.07.2018.  ...  .08:43.  ...  .[У] Регистрация поступившего в суд дела.  ...  ..  ...  ..  ...  ..  ...  .
,Движение дела,,,[],,,,,,[],case_common_event_m2,,"['30.07.2018', '09:22', '[У] Передача материалов дела судье', '', '', '', '']",30.07.2018.  ...  .09:22.  ...  .[У] Передача материалов дела судье.  ...  ..  ...  ..  ...  ..  ...  .,-1782082513,30.07.2018.  ...  .09:22.  ...  .[У] Передача материалов дела судье.  ...  ..  ...  ..  ...  ..  ...  .
,Движение дела,,,[],,,,,,[],case_common_event_m2,,"['30.07.2018', '17:00', '[У] Решение в отношении поступившего уголовного дела', '', '', '', '']",30.07.2018.  ...  .17:00.  ...  .[У] Решение в отношении поступившего уголовного дела.  ...  ..  ...  ..  ...  ..  ...  .,-342853813,30.07.2018.  ...  .17:00.  ...  .[У] Решение в отношении поступившего уголовного дела.  ...  ..  ...  ..  ...  ..  ...  .
